method,target_sut,seed,step,selected_index,safe_neighbor,safe_neighbor_streak,reason,min_ratio,max_ratio,m_neighbors,w_streak
DETOUR-within-SUT-static,SUT-A,9,3,24,,0,selected,,,,
DETOUR-within-SUT-static,SUT-A,9,4,3,,0,selected,,,,
DETOUR-within-SUT-static,SUT-A,9,5,66,,0,selected,,,,
DETOUR-within-SUT-static,SUT-A,9,6,90,,0,selected,,,,
DETOUR-within-SUT-static,SUT-A,9,7,45,,0,selected,,,,
DETOUR-within-SUT-static,SUT-A,9,8,61,,0,selected,,,,
DETOUR-within-SUT-static,SUT-A,9,9,4,,0,selected,,,,
DETOUR-within-SUT-static,SUT-A,9,10,21,,0,selected,,,,
DETOUR-within-SUT-static,SUT-A,9,11,78,,0,selected,,,,
DETOUR-within-SUT-static,SUT-A,9,12,72,,0,selected,,,,
DETOUR-within-SUT-static,SUT-A,9,13,9,,0,selected,,,,
DETOUR-within-SUT-static,SUT-A,9,14,32,,0,selected,,,,
DETOUR-within-SUT-static,SUT-A,9,15,64,,0,selected,,,,
DETOUR-within-SUT-static,SUT-A,9,16,2,,0,selected,,,,
DETOUR-within-SUT-static,SUT-A,9,17,63,,0,selected,,,,
DETOUR-within-SUT-static,SUT-A,9,18,87,,0,selected,,,,
DETOUR-within-SUT-static,SUT-A,9,19,81,,0,selected,,,,
DETOUR-within-SUT-static,SUT-A,9,20,19,,0,selected,,,,
DETOUR-within-SUT-static,SUT-A,9,20,,,0,budget_reached,,,,
DETOUR-static,SUT-A,10,1,77,,0,selected,,,,
DETOUR-static,SUT-A,10,2,11,,0,selected,,,,
DETOUR-static,SUT-A,10,3,101,,0,selected,,,,
DETOUR-static,SUT-A,10,4,137,,0,selected,,,,
DETOUR-static,SUT-A,10,5,24,,0,selected,,,,
DETOUR-static,SUT-A,10,6,7,,0,selected,,,,
DETOUR-static,SUT-A,10,7,109,,0,selected,,,,
DETOUR-static,SUT-A,10,8,125,,0,selected,,,,
DETOUR-static,SUT-A,10,9,71,,0,selected,,,,
DETOUR-static,SUT-A,10,10,173,,0,selected,,,,
DETOUR-static,SUT-A,10,11,157,,0,selected,,,,
DETOUR-static,SUT-A,10,12,145,,0,selected,,,,
DETOUR-static,SUT-A,10,13,69,,0,selected,,,,
DETOUR-static,SUT-A,10,14,85,,0,selected,,,,
DETOUR-static,SUT-A,10,15,123,,0,selected,,,,
DETOUR-static,SUT-A,10,16,161,,0,selected,,,,
DETOUR-static,SUT-A,10,17,65,,0,selected,,,,
DETOUR-static,SUT-A,10,18,35,,0,selected,,,,
DETOUR-static,SUT-A,10,19,121,,0,selected,,,,
DETOUR-static,SUT-A,10,20,167,,0,selected,,,,
DETOUR-static,SUT-A,10,20,,,0,budget_reached,,,,
DETOUR-within-SUT-static,SUT-A,10,1,32,,0,selected,,,,
DETOUR-within-SUT-static,SUT-A,10,2,78,,0,selected,,,,
DETOUR-within-SUT-static,SUT-A,10,3,3,,0,selected,,,,
DETOUR-within-SUT-static,SUT-A,10,4,87,,0,selected,,,,
DETOUR-within-SUT-static,SUT-A,10,5,66,,0,selected,,,,
DETOUR-within-SUT-static,SUT-A,10,6,24,,0,selected,,,,
DETOUR-within-SUT-static,SUT-A,10,7,4,,0,selected,,,,
DETOUR-within-SUT-static,SUT-A,10,8,90,,0,selected,,,,
DETOUR-within-SUT-static,SUT-A,10,9,21,,0,selected,,,,
DETOUR-within-SUT-static,SUT-A,10,10,9,,0,selected,,,,
DETOUR-within-SUT-static,SUT-A,10,11,19,,0,selected,,,,
DETOUR-within-SUT-static,SUT-A,10,12,1,,0,selected,,,,
DETOUR-within-SUT-static,SUT-A,10,13,7,,0,selected,,,,
DETOUR-within-SUT-static,SUT-A,10,14,22,,0,selected,,,,
DETOUR-within-SUT-static,SUT-A,10,15,72,,0,selected,,,,
DETOUR-within-SUT-static,SUT-A,10,16,44,,0,selected,,,,
DETOUR-within-SUT-static,SUT-A,10,17,46,,0,selected,,,,
DETOUR-within-SUT-static,SUT-A,10,18,64,,0,selected,,,,
DETOUR-within-SUT-static,SUT-A,10,19,37,,0,selected,,,,
DETOUR-within-SUT-static,SUT-A,10,20,38,,0,selected,,,,
DETOUR-within-SUT-static,SUT-A,10,20,,,0,budget_reached,,,,
DETOUR-static,SUT-A,11,1,151,,0,selected,,,,
DETOUR-static,SUT-A,11,2,145,,0,selected,,,,
DETOUR-static,SUT-A,11,3,141,,0,selected,,,,
DETOUR-static,SUT-A,11,4,65,,0,selected,,,,
DETOUR-static,SUT-A,11,5,123,,0,selected,,,,
DETOUR-static,SUT-A,11,6,71,,0,selected,,,,
DETOUR-static,SUT-A,11,7,24,,0,selected,,,,
DETOUR-static,SUT-A,11,8,95,,0,selected,,,,
DETOUR-static,SUT-A,11,9,146,,0,selected,,,,
DETOUR-static,SUT-A,11,10,56,,0,selected,,,,
DETOUR-static,SUT-A,11,11,173,,0,selected,,,,
DETOUR-static,SUT-A,11,12,167,,0,selected,,,,
DETOUR-static,SUT-A,11,13,185,,0,selected,,,,
DETOUR-static,SUT-A,11,14,40,,0,selected,,,,
DETOUR-static,SUT-A,11,15,8,,0,selected,,,,
DETOUR-static,SUT-A,11,16,133,,0,selected,,,,
DETOUR-static,SUT-A,11,17,161,,0,selected,,,,
DETOUR-static,SUT-A,11,18,143,,0,selected,,,,
DETOUR-static,SUT-A,11,19,169,,0,selected,,,,
DETOUR-static,SUT-A,11,20,74,,0,selected,,,,
DETOUR-static,SUT-A,11,20,,,0,budget_reached,,,,
DETOUR-within-SUT-static,SUT-A,11,1,90,,0,selected,,,,
DETOUR-within-SUT-static,SUT-A,11,2,78,,0,selected,,,,
DETOUR-within-SUT-static,SUT-A,11,3,3,,0,selected,,,,
DETOUR-within-SUT-static,SUT-A,11,4,24,,0,selected,,,,
DETOUR-within-SUT-static,SUT-A,11,5,61,,0,selected,,,,
DETOUR-within-SUT-static,SUT-A,11,6,63,,0,selected,,,,
DETOUR-within-SUT-static,SUT-A,11,7,75,,0,selected,,,,
DETOUR-within-SUT-static,SUT-A,11,8,87,,0,selected,,,,
DETOUR-within-SUT-static,SUT-A,11,9,66,,0,selected,,,,
DETOUR-within-SUT-static,SUT-A,11,10,4,,0,selected,,,,
DETOUR-within-SUT-static,SUT-A,11,11,2,,0,selected,,,,
DETOUR-within-SUT-static,SUT-A,11,12,12,,0,selected,,,,
DETOUR-within-SUT-static,SUT-A,11,13,72,,0,selected,,,,
DETOUR-within-SUT-static,SUT-A,11,14,46,,0,selected,,,,
DETOUR-within-SUT-static,SUT-A,11,15,38,,0,selected,,,,
DETOUR-within-SUT-static,SUT-A,11,16,21,,0,selected,,,,
DETOUR-within-SUT-static,SUT-A,11,17,9,,0,selected,,,,
DETOUR-within-SUT-static,SUT-A,11,18,19,,0,selected,,,,
DETOUR-within-SUT-static,SUT-A,11,19,80,,0,selected,,,,
DETOUR-within-SUT-static,SUT-A,11,20,64,,0,selected,,,,
DETOUR-within-SUT-static,SUT-A,11,20,,,0,budget_reached,,,,
DETOUR-static,SUT-A,12,1,167,,0,selected,,,,
DETOUR-static,SUT-A,12,2,137,,0,selected,,,,
DETOUR-static,SUT-A,12,3,173,,0,selected,,,,
DETOUR-static,SUT-A,12,4,39,,0,selected,,,,
DETOUR-static,SUT-A,12,5,162,,0,selected,,,,
DETOUR-static,SUT-A,12,6,69,,0,selected,,,,
DETOUR-static,SUT-A,12,7,55,,0,selected,,,,
DETOUR-static,SUT-A,12,8,125,,0,selected,,,,
DETOUR-static,SUT-A,12,9,145,,0,selected,,,,
DETOUR-static,SUT-A,12,10,161,,0,selected,,,,
DETOUR-static,SUT-A,12,11,71,,0,selected,,,,
DETOUR-static,SUT-A,12,12,181,,0,selected,,,,
DETOUR-static,SUT-A,12,13,11,,0,selected,,,,
DETOUR-static,SUT-A,12,14,185,,0,selected,,,,
DETOUR-static,SUT-A,12,15,151,,0,selected,,,,
DETOUR-static,SUT-A,12,16,157,,0,selected,,,,
DETOUR-static,SUT-A,12,17,153,,0,selected,,,,
DETOUR-static,SUT-A,12,18,138,,0,selected,,,,
DETOUR-static,SUT-A,12,19,123,,0,selected,,,,
DETOUR-static,SUT-A,12,20,133,,0,selected,,,,
DETOUR-static,SUT-A,12,20,,,0,budget_reached,,,,
DETOUR-within-SUT-static,SUT-A,12,1,90,,0,selected,,,,
DETOUR-within-SUT-static,SUT-A,12,2,38,,0,selected,,,,
DETOUR-within-SUT-static,SUT-A,12,3,66,,0,selected,,,,
DETOUR-within-SUT-static,SUT-A,12,4,24,,0,selected,,,,
DETOUR-within-SUT-static,SUT-A,12,5,72,,0,selected,,,,
DETOUR-within-SUT-static,SUT-A,12,6,61,,0,selected,,,,
DETOUR-within-SUT-static,SUT-A,12,7,46,,0,selected,,,,
DETOUR-within-SUT-static,SUT-A,12,8,3,,0,selected,,,,
DETOUR-within-SUT-static,SUT-A,12,9,21,,0,selected,,,,
DETOUR-within-SUT-static,SUT-A,12,10,40,,0,selected,,,,
DETOUR-within-SUT-static,SUT-A,12,11,45,,0,selected,,,,
DETOUR-within-SUT-static,SUT-A,12,12,78,,0,selected,,,,
DETOUR-within-SUT-static,SUT-A,12,13,2,,0,selected,,,,
DETOUR-within-SUT-static,SUT-A,12,14,47,,0,selected,,,,
DETOUR-within-SUT-static,SUT-A,12,15,9,,0,selected,,,,
DETOUR-within-SUT-static,SUT-A,12,16,63,,0,selected,,,,
DETOUR-within-SUT-static,SUT-A,12,17,4,,0,selected,,,,
DETOUR-within-SUT-static,SUT-A,12,18,75,,0,selected,,,,
DETOUR-within-SUT-static,SUT-A,12,19,37,,0,selected,,,,
DETOUR-within-SUT-static,SUT-A,12,20,26,,0,selected,,,,
DETOUR-within-SUT-static,SUT-A,12,20,,,0,budget_reached,,,,
DETOUR-static,SUT-A,13,1,7,,0,selected,,,,
DETOUR-static,SUT-A,13,2,63,,0,selected,,,,
DETOUR-static,SUT-A,13,3,185,,0,selected,,,,
DETOUR-static,SUT-A,13,4,71,,0,selected,,,,
DETOUR-static,SUT-A,13,5,90,,0,selected,,,,
DETOUR-static,SUT-A,13,6,89,,0,selected,,,,
DETOUR-static,SUT-A,13,7,24,,0,selected,,,,
DETOUR-static,SUT-A,13,8,167,,0,selected,,,,
DETOUR-static,SUT-A,13,9,157,,0,selected,,,,
DETOUR-static,SUT-A,13,10,143,,0,selected,,,,
DETOUR-static,SUT-A,13,11,56,,0,selected,,,,
DETOUR-static,SUT-A,13,12,65,,0,selected,,,,
DETOUR-static,SUT-A,13,13,133,,0,selected,,,,
DETOUR-static,SUT-A,13,14,137,,0,selected,,,,
DETOUR-static,SUT-A,13,15,19,,0,selected,,,,
DETOUR-static,SUT-A,13,16,173,,0,selected,,,,
DETOUR-static,SUT-A,13,17,77,,0,selected,,,,
DETOUR-static,SUT-A,13,18,105,,0,selected,,,,
DETOUR-static,SUT-A,13,19,151,,0,selected,,,,
DETOUR-static,SUT-A,13,20,69,,0,selected,,,,
DETOUR-static,SUT-A,13,20,,,0,budget_reached,,,,
DETOUR-within-SUT-static,SUT-A,13,1,24,,0,selected,,,,
DETOUR-within-SUT-static,SUT-A,13,2,4,,0,selected,,,,
DETOUR-within-SUT-static,SUT-A,13,3,78,,0,selected,,,,
DETOUR-within-SUT-static,SUT-A,13,4,66,,0,selected,,,,
DETOUR-within-SUT-static,SUT-A,13,5,2,,0,selected,,,,
DETOUR-within-SUT-static,SUT-A,13,6,12,,0,selected,,,,
DETOUR-within-SUT-static,SUT-A,13,7,72,,0,selected,,,,
DETOUR-within-SUT-static,SUT-A,13,8,46,,0,selected,,,,
DETOUR-within-SUT-static,SUT-A,13,9,3,,0,selected,,,,
DETOUR-within-SUT-static,SUT-A,13,10,40,,0,selected,,,,
DETOUR-within-SUT-static,SUT-A,13,11,21,,0,selected,,,,
DETOUR-within-SUT-static,SUT-A,13,12,87,,0,selected,,,,
DETOUR-within-SUT-static,SUT-A,13,13,64,,0,selected,,,,
DETOUR-within-SUT-static,SUT-A,13,14,81,,0,selected,,,,
DETOUR-within-SUT-static,SUT-A,13,15,9,,0,selected,,,,
DETOUR-within-SUT-static,SUT-A,13,16,19,,0,selected,,,,
DETOUR-within-SUT-static,SUT-A,13,17,37,,0,selected,,,,
DETOUR-within-SUT-static,SUT-A,13,18,47,,0,selected,,,,
DETOUR-within-SUT-static,SUT-A,13,19,1,,0,selected,,,,
DETOUR-within-SUT-static,SUT-A,13,20,7,,0,selected,,,,
DETOUR-within-SUT-static,SUT-A,13,20,,,0,budget_reached,,,,
DETOUR-static,SUT-A,14,1,77,,0,selected,,,,
DETOUR-static,SUT-A,14,2,56,,0,selected,,,,
DETOUR-static,SUT-A,14,3,133,,0,selected,,,,
DETOUR-static,SUT-A,14,4,105,,0,selected,,,,
DETOUR-static,SUT-A,14,5,15,,0,selected,,,,
DETOUR-static,SUT-A,14,6,181,,0,selected,,,,
DETOUR-static,SUT-A,14,7,0,,0,selected,,,,
DETOUR-static,SUT-A,14,8,39,,0,selected,,,,
DETOUR-static,SUT-A,14,9,117,,0,selected,,,,
DETOUR-static,SUT-A,14,10,85,,0,selected,,,,
DETOUR-static,SUT-A,14,11,177,,0,selected,,,,
DETOUR-static,SUT-A,14,12,74,,0,selected,,,,
DETOUR-static,SUT-A,14,13,123,,0,selected,,,,
DETOUR-static,SUT-A,14,14,173,,0,selected,,,,
DETOUR-static,SUT-A,14,15,157,,0,selected,,,,
DETOUR-static,SUT-A,14,16,145,,0,selected,,,,
DETOUR-static,SUT-A,14,17,137,,0,selected,,,,
DETOUR-static,SUT-A,14,18,111,,0,selected,,,,
DETOUR-static,SUT-A,14,19,162,,0,selected,,,,
DETOUR-static,SUT-A,14,20,149,,0,selected,,,,
DETOUR-static,SUT-A,14,20,,,0,budget_reached,,,,
DETOUR-within-SUT-static,SUT-A,14,1,46,,0,selected,,,,
DETOUR-within-SUT-static,SUT-A,14,2,24,,0,selected,,,,
DETOUR-within-SUT-static,SUT-A,14,3,38,,0,selected,,,,
DETOUR-within-SUT-static,SUT-A,14,4,45,,0,selected,,,,
DETOUR-within-SUT-static,SUT-A,14,5,40,,0,selected,,,,
DETOUR-within-SUT-static,SUT-A,14,6,47,,0,selected,,,,
DETOUR-within-SUT-static,SUT-A,14,7,66,,0,selected,,,,
DETOUR-within-SUT-static,SUT-A,14,8,4,,0,selected,,,,
DETOUR-within-SUT-static,SUT-A,14,9,90,,0,selected,,,,
DETOUR-within-SUT-static,SUT-A,14,10,3,,0,selected,,,,
DETOUR-within-SUT-static,SUT-A,14,11,21,,0,selected,,,,
DETOUR-within-SUT-static,SUT-A,14,12,78,,0,selected,,,,
DETOUR-within-SUT-static,SUT-A,14,13,9,,0,selected,,,,
DETOUR-within-SUT-static,SUT-A,14,14,72,,0,selected,,,,
DETOUR-within-SUT-static,SUT-A,14,15,19,,0,selected,,,,
DETOUR-within-SUT-static,SUT-A,14,16,34,,0,selected,,,,
DETOUR-within-SUT-static,SUT-A,14,17,61,,0,selected,,,,
DETOUR-within-SUT-static,SUT-A,14,18,2,,0,selected,,,,
DETOUR-within-SUT-static,SUT-A,14,19,87,,0,selected,,,,
DETOUR-within-SUT-static,SUT-A,14,20,63,,0,selected,,,,
DETOUR-within-SUT-static,SUT-A,14,20,,,0,budget_reached,,,,
DETOUR-static,SUT-A,15,1,1,,0,selected,,,,
DETOUR-static,SUT-A,15,2,141,,0,selected,,,,
DETOUR-static,SUT-A,15,3,101,,0,selected,,,,
DETOUR-static,SUT-A,15,4,24,,0,selected,,,,
DETOUR-static,SUT-A,15,5,71,,0,selected,,,,
DETOUR-static,SUT-A,15,6,153,,0,selected,,,,
DETOUR-static,SUT-A,15,7,189,,0,selected,,,,
DETOUR-static,SUT-A,15,8,89,,0,selected,,,,
DETOUR-static,SUT-A,15,9,151,,0,selected,,,,
DETOUR-static,SUT-A,15,10,0,,0,selected,,,,
DETOUR-static,SUT-A,15,11,145,,0,selected,,,,
DETOUR-static,SUT-A,15,12,63,,0,selected,,,,
DETOUR-static,SUT-A,15,13,7,,0,selected,,,,
DETOUR-static,SUT-A,15,14,23,,0,selected,,,,
DETOUR-static,SUT-A,15,15,165,,0,selected,,,,
DETOUR-static,SUT-A,15,16,40,,0,selected,,,,
DETOUR-static,SUT-A,15,17,113,,0,selected,,,,
DETOUR-static,SUT-A,15,18,81,,0,selected,,,,
DETOUR-static,SUT-A,15,19,157,,0,selected,,,,
DETOUR-static,SUT-A,15,20,117,,0,selected,,,,
DETOUR-static,SUT-A,15,20,,,0,budget_reached,,,,
DETOUR-within-SUT-static,SUT-A,15,1,3,,0,selected,,,,
DETOUR-within-SUT-static,SUT-A,15,2,66,,0,selected,,,,
DETOUR-within-SUT-static,SUT-A,15,3,90,,0,selected,,,,
DETOUR-within-SUT-static,SUT-A,15,4,72,,0,selected,,,,
DETOUR-within-SUT-static,SUT-A,15,5,32,,0,selected,,,,
DETOUR-within-SUT-static,SUT-A,15,6,61,,0,selected,,,,
DETOUR-within-SUT-static,SUT-A,15,7,78,,0,selected,,,,
DETOUR-within-SUT-static,SUT-A,15,8,46,,0,selected,,,,
DETOUR-within-SUT-static,SUT-A,15,9,24,,0,selected,,,,
DETOUR-within-SUT-static,SUT-A,15,10,4,,0,selected,,,,
DETOUR-within-SUT-static,SUT-A,15,11,64,,0,selected,,,,
DETOUR-within-SUT-static,SUT-A,15,12,63,,0,selected,,,,
DETOUR-within-SUT-static,SUT-A,15,13,75,,0,selected,,,,
DETOUR-within-SUT-static,SUT-A,15,14,40,,0,selected,,,,
DETOUR-within-SUT-static,SUT-A,15,15,21,,0,selected,,,,
DETOUR-within-SUT-static,SUT-A,15,16,9,,0,selected,,,,
DETOUR-within-SUT-static,SUT-A,15,17,38,,0,selected,,,,
DETOUR-within-SUT-static,SUT-A,15,18,19,,0,selected,,,,
DETOUR-within-SUT-static,SUT-A,15,19,1,,0,selected,,,,
DETOUR-within-SUT-static,SUT-A,15,20,81,,0,selected,,,,
DETOUR-within-SUT-static,SUT-A,15,20,,,0,budget_reached,,,,
DETOUR-static,SUT-A,16,1,123,,0,selected,,,,
DETOUR-static,SUT-A,16,2,56,,0,selected,,,,
DETOUR-static,SUT-A,16,3,40,,0,selected,,,,
DETOUR-static,SUT-A,16,4,161,,0,selected,,,,
DETOUR-static,SUT-A,16,5,99,,0,selected,,,,
DETOUR-static,SUT-A,16,6,24,,0,selected,,,,
DETOUR-static,SUT-A,16,7,89,,0,selected,,,,
DETOUR-static,SUT-A,16,8,7,,0,selected,,,,
DETOUR-static,SUT-A,16,9,165,,0,selected,,,,
DETOUR-static,SUT-A,16,10,74,,0,selected,,,,
DETOUR-static,SUT-A,16,11,157,,0,selected,,,,
DETOUR-static,SUT-A,16,12,101,,0,selected,,,,
DETOUR-static,SUT-A,16,13,55,,0,selected,,,,
DETOUR-static,SUT-A,16,14,103,,0,selected,,,,
DETOUR-static,SUT-A,16,15,106,,0,selected,,,,
DETOUR-static,SUT-A,16,16,181,,0,selected,,,,
DETOUR-static,SUT-A,16,17,8,,0,selected,,,,
DETOUR-static,SUT-A,16,18,31,,0,selected,,,,
DETOUR-static,SUT-A,16,19,146,,0,selected,,,,
DETOUR-static,SUT-A,16,20,173,,0,selected,,,,
DETOUR-static,SUT-A,16,20,,,0,budget_reached,,,,
DETOUR-within-SUT-static,SUT-A,16,1,32,,0,selected,,,,
DETOUR-within-SUT-static,SUT-A,16,2,78,,0,selected,,,,
DETOUR-within-SUT-static,SUT-A,16,3,24,,0,selected,,,,
DETOUR-within-SUT-static,SUT-A,16,4,90,,0,selected,,,,
DETOUR-within-SUT-static,SUT-A,16,5,61,,0,selected,,,,
DETOUR-within-SUT-static,SUT-A,16,6,46,,0,selected,,,,
DETOUR-within-SUT-static,SUT-A,16,7,66,,0,selected,,,,
DETOUR-within-SUT-static,SUT-A,16,8,87,,0,selected,,,,
DETOUR-within-SUT-static,SUT-A,16,9,4,,0,selected,,,,
DETOUR-within-SUT-static,SUT-A,16,10,72,,0,selected,,,,
DETOUR-within-SUT-static,SUT-A,16,11,2,,0,selected,,,,
DETOUR-within-SUT-static,SUT-A,16,12,44,,0,selected,,,,
DETOUR-within-SUT-static,SUT-A,16,13,64,,0,selected,,,,
DETOUR-within-SUT-static,SUT-A,16,14,40,,0,selected,,,,
DETOUR-within-SUT-static,SUT-A,16,15,81,,0,selected,,,,
DETOUR-within-SUT-static,SUT-A,16,16,47,,0,selected,,,,
DETOUR-within-SUT-static,SUT-A,16,17,63,,0,selected,,,,
DETOUR-within-SUT-static,SUT-A,16,18,3,,0,selected,,,,
DETOUR-within-SUT-static,SUT-A,16,19,21,,0,selected,,,,
DETOUR-within-SUT-static,SUT-A,16,20,75,,0,selected,,,,
DETOUR-within-SUT-static,SUT-A,16,20,,,0,budget_reached,,,,
DETOUR-static,SUT-A,17,1,71,,0,selected,,,,
DETOUR-static,SUT-A,17,2,56,,0,selected,,,,
DETOUR-static,SUT-A,17,3,105,,0,selected,,,,
DETOUR-static,SUT-A,17,4,167,,0,selected,,,,
DETOUR-static,SUT-A,17,5,133,,0,selected,,,,
DETOUR-static,SUT-A,17,6,113,,0,selected,,,,
DETOUR-static,SUT-A,17,7,157,,0,selected,,,,
DETOUR-static,SUT-A,17,8,119,,0,selected,,,,
DETOUR-static,SUT-A,17,9,189,,0,selected,,,,
DETOUR-static,SUT-A,17,10,181,,0,selected,,,,
DETOUR-static,SUT-A,17,11,103,,0,selected,,,,
DETOUR-static,SUT-A,17,12,101,,0,selected,,,,
DETOUR-static,SUT-A,17,13,35,,0,selected,,,,
DETOUR-static,SUT-A,17,14,165,,0,selected,,,,
DETOUR-static,SUT-A,17,15,24,,0,selected,,,,
DETOUR-static,SUT-A,17,16,173,,0,selected,,,,
DETOUR-static,SUT-A,17,17,40,,0,selected,,,,
DETOUR-static,SUT-A,17,18,146,,0,selected,,,,
DETOUR-static,SUT-A,17,19,8,,0,selected,,,,
DETOUR-static,SUT-A,17,20,162,,0,selected,,,,
DETOUR-static,SUT-A,17,20,,,0,budget_reached,,,,
DETOUR-within-SUT-static,SUT-A,17,1,38,,0,selected,,,,
DETOUR-within-SUT-static,SUT-A,17,2,2,,0,selected,,,,
DETOUR-within-SUT-static,SUT-A,17,3,12,,0,selected,,,,
DETOUR-within-SUT-static,SUT-A,17,4,78,,0,selected,,,,
DETOUR-within-SUT-static,SUT-A,17,5,24,,0,selected,,,,
DETOUR-within-SUT-static,SUT-A,17,6,3,,0,selected,,,,
DETOUR-within-SUT-static,SUT-A,17,7,4,,0,selected,,,,
DETOUR-within-SUT-static,SUT-A,17,8,87,,0,selected,,,,
DETOUR-within-SUT-static,SUT-A,17,9,21,,0,selected,,,,
DETOUR-within-SUT-static,SUT-A,17,10,45,,0,selected,,,,
DETOUR-within-SUT-static,SUT-A,17,11,66,,0,selected,,,,
DETOUR-within-SUT-static,SUT-A,17,12,46,,0,selected,,,,
DETOUR-within-SUT-static,SUT-A,17,13,9,,0,selected,,,,
DETOUR-within-SUT-static,SUT-A,17,14,90,,0,selected,,,,
DETOUR-within-SUT-static,SUT-A,17,15,72,,0,selected,,,,
DETOUR-within-SUT-static,SUT-A,17,16,19,,0,selected,,,,
DETOUR-within-SUT-static,SUT-A,17,17,64,,0,selected,,,,
DETOUR-within-SUT-static,SUT-A,17,18,40,,0,selected,,,,
DETOUR-within-SUT-static,SUT-A,17,19,81,,0,selected,,,,
DETOUR-within-SUT-static,SUT-A,17,20,16,,0,selected,,,,
DETOUR-within-SUT-static,SUT-A,17,20,,,0,budget_reached,,,,
DETOUR-static,SUT-A,18,1,185,,0,selected,,,,
DETOUR-static,SUT-A,18,2,121,,0,selected,,,,
DETOUR-static,SUT-A,18,3,15,,0,selected,,,,
DETOUR-static,SUT-A,18,4,85,,0,selected,,,,
DETOUR-static,SUT-A,18,5,162,,0,selected,,,,
DETOUR-static,SUT-A,18,6,83,,0,selected,,,,
DETOUR-static,SUT-A,18,7,182,,0,selected,,,,
DETOUR-static,SUT-A,18,8,189,,0,selected,,,,
DETOUR-static,SUT-A,18,9,141,,0,selected,,,,
DETOUR-static,SUT-A,18,10,55,,0,selected,,,,
DETOUR-static,SUT-A,18,11,56,,0,selected,,,,
DETOUR-static,SUT-A,18,12,186,,0,selected,,,,
DETOUR-static,SUT-A,18,13,117,,0,selected,,,,
DETOUR-static,SUT-A,18,14,47,,0,selected,,,,
DETOUR-static,SUT-A,18,15,173,,0,selected,,,,
DETOUR-static,SUT-A,18,16,177,,0,selected,,,,
DETOUR-static,SUT-A,18,17,0,,0,selected,,,,
DETOUR-static,SUT-A,18,18,149,,0,selected,,,,
DETOUR-static,SUT-A,18,19,167,,0,selected,,,,
DETOUR-static,SUT-A,18,20,71,,0,selected,,,,
DETOUR-static,SUT-A,18,20,,,0,budget_reached,,,,
DETOUR-within-SUT-static,SUT-A,18,1,90,,0,selected,,,,
DETOUR-within-SUT-static,SUT-A,18,2,24,,0,selected,,,,
DETOUR-within-SUT-static,SUT-A,18,3,46,,0,selected,,,,
DETOUR-within-SUT-static,SUT-A,18,4,2,,0,selected,,,,
DETOUR-within-SUT-static,SUT-A,18,5,3,,0,selected,,,,
DETOUR-within-SUT-static,SUT-A,18,6,61,,0,selected,,,,
DETOUR-within-SUT-static,SUT-A,18,7,66,,0,selected,,,,
DETOUR-within-SUT-static,SUT-A,18,8,63,,0,selected,,,,
DETOUR-within-SUT-static,SUT-A,18,9,75,,0,selected,,,,
DETOUR-within-SUT-static,SUT-A,18,10,21,,0,selected,,,,
DETOUR-within-SUT-static,SUT-A,18,11,72,,0,selected,,,,
DETOUR-within-SUT-static,SUT-A,18,12,9,,0,selected,,,,
DETOUR-within-SUT-static,SUT-A,18,13,78,,0,selected,,,,
DETOUR-within-SUT-static,SUT-A,18,14,12,,0,selected,,,,
DETOUR-within-SUT-static,SUT-A,18,15,80,,0,selected,,,,
DETOUR-within-SUT-static,SUT-A,18,16,83,,0,selected,,,,
DETOUR-within-SUT-static,SUT-A,18,17,40,,0,selected,,,,
DETOUR-within-SUT-static,SUT-A,18,18,87,,0,selected,,,,
DETOUR-within-SUT-static,SUT-A,18,19,37,,0,selected,,,,
DETOUR-within-SUT-static,SUT-A,18,20,4,,0,selected,,,,
DETOUR-within-SUT-static,SUT-A,18,20,,,0,budget_reached,,,,
DETOUR-static,SUT-A,19,1,161,,0,selected,,,,
DETOUR-static,SUT-A,19,2,125,,0,selected,,,,
DETOUR-static,SUT-A,19,3,173,,0,selected,,,,
DETOUR-static,SUT-A,19,4,106,,0,selected,,,,
DETOUR-static,SUT-A,19,5,189,,0,selected,,,,
DETOUR-static,SUT-A,19,6,157,,0,selected,,,,
DETOUR-static,SUT-A,19,7,111,,0,selected,,,,
DETOUR-static,SUT-A,19,8,123,,0,selected,,,,
DETOUR-static,SUT-A,19,9,181,,0,selected,,,,
DETOUR-static,SUT-A,19,10,89,,0,selected,,,,
DETOUR-static,SUT-A,19,11,141,,0,selected,,,,
DETOUR-static,SUT-A,19,12,169,,0,selected,,,,
DETOUR-static,SUT-A,19,13,151,,0,selected,,,,
DETOUR-static,SUT-A,19,14,55,,0,selected,,,,
DETOUR-static,SUT-A,19,15,99,,0,selected,,,,
DETOUR-static,SUT-A,19,16,65,,0,selected,,,,
DETOUR-static,SUT-A,19,17,162,,0,selected,,,,
DETOUR-static,SUT-A,19,18,145,,0,selected,,,,
DETOUR-static,SUT-A,19,19,133,,0,selected,,,,
DETOUR-static,SUT-A,19,20,167,,0,selected,,,,
DETOUR-static,SUT-A,19,20,,,0,budget_reached,,,,
DETOUR-within-SUT-static,SUT-A,19,1,90,,0,selected,,,,
DETOUR-within-SUT-static,SUT-A,19,2,3,,0,selected,,,,
DETOUR-within-SUT-static,SUT-A,19,3,24,,0,selected,,,,
